Time (Years),Probability
0.08073059360730593,0.2781203348999663
0.24219178082191778,0.28785894868147177
0.4036529680365296,0.28890167076226364
0.5651141552511415,0.283768488921154
0.7265753424657534,0.27908167057331634
0.8880365296803652,0.26518348531848734
1.049497716894977,0.26791843616841315
1.210958904109589,0.26914811185657544
1.3724200913242008,0.2751660194912213
1.5338812785388127,0.27499287013252194
1.6953424657534246,0.28180777191489415
1.8568036529680363,0.27632567321926005
2.018264840182648,0.2765020289803318
2.17972602739726,0.2783231255900104
2.341187214611872,0.2600671148849484
2.502648401826484,0.25658731372599636
2.6641095890410957,0.2529431154868555
2.8255707762557076,0.23997894647059184
2.9870319634703195,0.22940843869557917
3.1484931506849314,0.20535955964838384
3.3099543378995433,0.2011849440305677
3.471415525114155,0.17313208409366485
3.632876712328767,0.15042233689475476
3.794337899543379,0.10100833991793927
3.9557990867579904,0.07887306641718834
4.117260273972603,0.05244361355557652
4.278721461187214,0.035401171759031444
4.4401826484018265,0.023143984893424178
4.6016438356164375,0.027510602702183844
4.76310502283105,0.02287564434057657
