Time (Years),Probability
0.43059360730593604,0.09850639126449366
1.2917808219178082,0.10338911541363752
2.15296803652968,0.09962175223257733
3.0141552511415526,0.09274525828786358
3.875342465753424,0.08453285889869276
4.7365296803652965,0.07000886299385216
5.597716894977168,0.06344957680695894
6.4589041095890405,0.05541066661839847
7.320091324200913,0.03857177961729082
8.181278538812785,0.03267816390012457
9.042465753424658,0.023391190684431705
9.903652968036528,0.019334316612455653
10.764840182648403,0.02346354877746164
11.626027397260273,0.02718211552554152
12.487214611872144,0.034451245613829076
13.348401826484018,0.033278346148483476
14.209589041095889,0.03135392090903697
15.070776255707763,0.035940750801995415
15.931963470319634,0.032112028902219175
16.793150684931504,0.03491421820031859
17.65433789954338,0.03412905976830279
18.515525114155253,0.030620607891857915
19.37671232876712,0.034643264595832876
20.237899543378994,0.027458658367853463
