Time (Months),Probability
0.04201680672268908,0.10262541140327093
0.12605042016806722,0.10238131230701554
0.21008403361344538,0.1019090149397867
0.29411764705882354,0.10180659596569284
0.3781512605042017,0.10168845092304729
0.46218487394957986,0.10117529136395496
0.546218487394958,0.09997648765718095
0.6302521008403361,0.1005179876622142
0.7142857142857144,0.10016936792658758
0.7983193277310925,0.10041091050429586
0.8823529411764707,0.09953283937011673
0.9663865546218487,0.0996981908362088
1.050420168067227,0.09915168151404885
1.134453781512605,0.0981726298932788
1.2184873949579833,0.09814199328464056
1.3025210084033616,0.09751559691142737
1.3865546218487395,0.09788625551800534
1.4705882352941178,0.09694726007351288
1.554621848739496,0.09585393346983136
1.6386554621848741,0.0962818358446962
1.7226890756302522,0.09628074445582217
1.8067226890756305,0.09608454541016508
1.8907563025210086,0.09512890504638379
1.9747899159663866,0.09608203235336009
2.0588235294117645,0.09576496415285349
2.1428571428571432,0.09453248570194041
2.226890756302521,0.09447718686393969
2.3109243697478994,0.09335900337372881
2.3949579831932777,0.09350233969109657
2.4789915966386555,0.09340376087785435
2.563025210084034,0.09312437582774105
2.647058823529412,0.09263162489618622
2.73109243697479,0.09326279346859273
2.8151260504201683,0.09383550455252804
2.8991596638655466,0.09361922433003464
2.9831932773109244,0.09347023530029194
3.0672268907563027,0.09346829757877297
3.151260504201681,0.09344688816232936
3.235294117647059,0.09301985309540108
3.3193277310924376,0.092667924808831
3.4033613445378155,0.09348505177438414
3.4873949579831933,0.09287406996048196
3.571428571428572,0.09221126393480845
3.65546218487395,0.09212014138077182
3.7394957983193278,0.09215226261117428
3.8235294117647065,0.09247534233173489
3.9075630252100844,0.09332748987157614
3.991596638655462,0.09268559322317882
4.07563025210084,0.09295271037218295
4.159663865546219,0.09426645275631478
4.2436974789915975,0.09367915809999673
4.327731092436975,0.09399066996301933
4.411764705882353,0.09424743145050378
4.495798319327731,0.0942164640936601
4.57983193277311,0.09457358715357625
4.663865546218488,0.09395401187832576
4.747899159663866,0.09474030566952793
4.831932773109244,0.09420753895816363
4.915966386554622,0.09500119195447726
5.0,0.0947392174590636
5.084033613445379,0.0947681744516669
5.168067226890757,0.09469022943444083
5.252100840336135,0.0955096328594777
5.336134453781513,0.09441222973231564
5.420168067226891,0.09685641083163209
5.504201680672269,0.09576841373576583
5.588235294117648,0.0975100374582287
5.6722689075630255,0.09759735903767842
5.756302521008404,0.09692446226963591
5.840336134453782,0.09763515420841486
5.92436974789916,0.09947186055510687
6.008403361344538,0.09831647150222808
6.0924369747899165,0.09914228139872158
6.176470588235294,0.09911345251756794
6.260504201680673,0.09939379804074702
6.344537815126051,0.10060747322121577
6.428571428571429,0.10063036595656916
6.512605042016807,0.10090671749343605
6.596638655462185,0.10300348886688687
6.680672268907564,0.10203704678372626
6.764705882352942,0.10115572006946898
6.84873949579832,0.10320839626986789
6.932773109243698,0.10482596343314604
7.0168067226890765,0.10509346421149122
7.100840336134454,0.10520434141926525
7.184873949579833,0.10522053229252538
7.268907563025211,0.10707497745523348
7.352941176470589,0.10938167846598082
7.436974789915967,0.1080109203253346
7.521008403361345,0.1112499881783449
7.605042016806723,0.10939365277386343
7.689075630252102,0.11162555205028742
7.77310924369748,0.11284756504153305
7.857142857142858,0.11180677887247517
7.9411764705882355,0.10922538189504495
8.025210084033613,0.11085251449884014
8.109243697478991,0.11272299057770216
8.19327731092437,0.10861919543420687
8.277310924369749,0.11588243527325573
8.361344537815127,0.11319321202922321
8.445378151260504,0.11485627973065576
8.529411764705884,0.11474143609712262
8.613445378151262,0.11655353182737117
8.69747899159664,0.11740512212540832
8.781512605042018,0.11464174521457515
8.865546218487395,0.11156289289305547
8.949579831932773,0.11698836917357715
9.033613445378151,0.11303212994263626
9.11764705882353,0.11704629776446432
9.201680672268909,0.1069551018383236
9.285714285714286,0.11000921608314874
9.369747899159664,0.11102012097093075
9.453781512605042,0.11867654139459945
9.537815126050422,0.10214612063990502
9.6218487394958,0.0955024137868981
9.705882352941178,0.09853203281132711
9.789915966386555,0.08587311249788677
9.873949579831933,0.08346644690457315
9.957983193277311,0.0651950751673996
